NO_OF_FRAMES	3364
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-07-29, 12:15:23.646	6912.52665900
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
1278	12.77000	690.753	-1088.679	1327.873	752.442	-1117.553	1309.027	674.880	-1050.677	1283.847	674.933	-1125.943	1287.724	740.323	-1041.113	1303.264
1279	12.78000	694.880	-1088.083	1328.254	756.656	-1116.962	1309.512	679.060	-1049.981	1284.209	679.333	-1125.341	1288.061	744.512	-1040.593	1303.634
1280	12.79000	699.189	-1087.513	1328.679	760.848	-1116.460	1310.059	683.538	-1049.512	1284.555	683.536	-1124.609	1288.220	748.903	-1039.958	1304.032
1281	12.80000	703.608	-1086.860	1328.914	765.205	-1115.727	1310.341	687.888	-1048.802	1284.933	687.652	-1123.997	1288.749	753.209	-1039.398	1304.599
1282	12.81000	707.701	-1086.342	1329.393	769.486	-1115.018	1310.628	692.215	-1048.149	1285.176	692.181	-1123.444	1288.884	757.643	-1038.792	1305.177
1283	12.82000	712.207	-1085.697	1329.757	773.930	-1114.591	1310.974	696.755	-1047.450	1285.542	696.559	-1122.773	1289.272	762.014	-1038.155	1305.487
1284	12.83000	716.549	-1085.103	1329.976	778.221	-1113.984	1311.323	701.137	-1046.726	1286.021	700.680	-1121.932	1289.447	766.282	-1037.530	1305.762
1285	12.84000	720.870	-1084.496	1330.437	782.687	-1113.257	1311.771	705.447	-1046.050	1286.372	705.215	-1121.124	1289.609	770.831	-1036.784	1306.282
1286	12.85000	725.347	-1083.660	1330.577	787.054	-1112.722	1312.094	710.142	-1045.254	1286.527	709.801	-1120.528	1289.824	775.218	-1036.114	1306.607
1287	12.86000	729.720	-1083.072	1330.867	791.557	-1111.953	1312.257	714.696	-1044.593	1286.933	713.955	-1119.510	1289.948	779.833	-1035.484	1307.115
1288	12.87000	734.111	-1082.333	1331.087	796.001	-1111.132	1312.586	719.245	-1043.694	1287.201	718.604	-1118.834	1290.099	784.334	-1034.636	1307.540
1289	12.88000	738.596	-1081.596	1331.285	800.414	-1110.388	1312.784	723.625	-1042.913	1287.565	723.134	-1117.927	1290.383	788.863	-1034.020	1307.881
1290	12.89000	743.110	-1080.816	1331.693	805.043	-1109.720	1313.132	728.241	-1042.062	1287.711	727.439	-1117.066	1290.643	793.491	-1033.164	1308.115
1291	12.90000	747.630	-1080.017	1331.915	809.508	-1108.949	1313.286	732.808	-1041.135	1288.145	732.054	-1116.251	1290.741	798.104	-1032.451	1308.548
1292	12.91000	752.198	-1079.290	1332.165	814.031	-1108.158	1313.487	737.322	-1040.257	1288.450	736.504	-1115.392	1291.085	802.808	-1031.635	1308.991
1293	12.92000	756.834	-1078.388	1332.452	818.504	-1107.267	1313.773	741.967	-1039.473	1288.700	741.290	-1114.496	1291.101	807.220	-1030.821	1309.473
1294	12.93000	761.389	-1077.661	1332.733	823.110	-1106.558	1314.121	746.701	-1038.617	1289.276	745.452	-1113.343	1291.333	811.745	-1029.995	1309.853
1295	12.94000	765.907	-1076.914	1333.255	827.674	-1105.752	1314.508	751.280	-1037.599	1289.682	750.300	-1112.592	1291.713	816.551	-1029.008	1310.514
1296	12.95000	770.668	-1075.915	1333.603	832.247	-1104.775	1314.971	755.827	-1036.583	1290.116	754.661	-1111.700	1292.117	821.239	-1028.245	1310.979
1297	12.96000	775.028	-1075.082	1334.038	836.837	-1104.025	1315.303	760.405	-1035.749	1290.742	759.071	-1110.485	1292.353	825.587	-1027.246	1311.513
1298	12.97000	779.488	-1074.187	1334.420	841.178	-1103.062	1315.567	765.046	-1034.764	1291.270	763.667	-1109.840	1292.991	829.995	-1026.317	1312.104
1299	12.98000	783.842	-1073.206	1334.905	845.543	-1102.127	1316.189	769.311	-1033.808	1291.878	767.943	-1108.708	1293.192	834.521	-1025.521	1312.759
1300	12.99000	787.926	-1072.214	1335.521	849.611	-1101.146	1316.761	773.537	-1032.590	1292.406	772.138	-1107.722	1293.969	838.686	-1024.616	1313.477
1301	13.00000	791.916	-1071.093	1336.132	853.806	-1099.991	1317.502	777.564	-1031.599	1292.920	776.148	-1106.425	1294.464	842.759	-1023.465	1314.288
1302	13.01000	795.797	-1069.960	1336.909	857.606	-1098.797	1318.089	781.321	-1030.324	1293.734	780.105	-1105.280	1295.215	846.641	-1022.161	1315.004
1303	13.02000	799.521	-1068.808	1337.712	861.399	-1097.581	1319.087	785.250	-1029.159	1294.677	783.910	-1104.018	1295.891	850.555	-1020.839	1315.955
1304	13.03000	803.099	-1067.570	1338.452	865.125	-1096.334	1319.843	789.111	-1028.071	1295.519	787.963	-1102.758	1296.552	854.123	-1019.618	1316.676
1305	13.04000	806.879	-1066.230	1339.282	868.711	-1095.008	1320.743	792.736	-1026.657	1296.233	791.435	-1101.321	1297.184	857.872	-1018.292	1317.632
1306	13.05000	810.560	-1064.866	1340.105	872.553	-1093.682	1321.742	796.499	-1025.268	1297.004	795.120	-1099.835	1298.124	861.643	-1017.024	1318.631
1307	13.06000	814.400	-1063.502	1340.820	876.322	-1092.413	1322.505	800.496	-1023.739	1297.998	799.252	-1098.584	1299.081	865.279	-1015.655	1319.352
1308	13.07000	818.195	-1062.138	1342.051	880.121	-1090.994	1323.601	804.414	-1022.305	1298.710	802.876	-1097.160	1300.018	869.441	-1014.179	1320.649
1309	13.08000	822.175	-1060.726	1342.979	884.111	-1089.594	1324.695	808.318	-1020.841	1299.906	806.719	-1095.705	1300.870	873.376	-1012.838	1321.639
1310	13.09000	826.096	-1059.310	1343.969	888.218	-1088.229	1325.670	812.696	-1019.623	1300.822	810.876	-1094.344	1301.890	877.379	-1011.466	1322.379
1311	13.10000	830.399	-1057.884	1344.863	892.157	-1086.860	1326.701	816.735	-1018.017	1301.716	814.823	-1092.946	1302.778	881.593	-1010.146	1323.594
1312	13.11000	834.436	-1056.589	1345.957	896.300	-1085.520	1327.825	820.863	-1016.584	1302.806	819.021	-1091.536	1303.969	885.748	-1008.804	1324.704
1313	13.12000	838.623	-1055.267	1347.111	900.414	-1084.175	1328.965	825.082	-1015.387	1304.021	823.177	-1090.255	1305.102	889.979	-1007.396	1325.711
1314	13.13000	842.849	-1053.801	1348.046	904.530	-1082.832	1330.075	829.074	-1014.122	1305.142	827.073	-1088.697	1306.057	894.102	-1006.056	1326.904
1315	13.14000	846.917	-1052.516	1349.203	908.708	-1081.466	1331.158	833.252	-1012.612	1306.019	831.042	-1087.257	1307.176	898.230	-1004.713	1327.970
1316	13.15000	850.978	-1051.180	1350.210	912.844	-1080.220	1332.180	837.458	-1011.274	1307.277	835.442	-1086.160	1308.163	902.435	-1003.492	1329.107
1317	13.16000	855.118	-1050.010	1351.516	916.868	-1079.030	1333.189	841.561	-1010.170	1308.268	839.640	-1084.789	1309.253	906.465	-1002.202	1329.976
1318	13.17000	859.009	-1048.654	1352.379	921.057	-1077.501	1334.256	845.686	-1008.878	1309.473	843.761	-1083.475	1310.147	910.667	-1000.824	1331.386
1319	13.18000	863.238	-1047.206	1353.326	925.107	-1076.338	1335.519	849.752	-1007.500	1310.401	847.907	-1082.198	1311.275	914.719	-999.645	1332.412
1320	13.19000	867.350	-1046.202	1354.620	929.263	-1075.152	1336.484	853.921	-1006.171	1311.416	852.087	-1080.964	1312.356	918.775	-998.372	1333.258
1321	13.20000	871.625	-1044.963	1355.603	933.452	-1073.985	1337.527	858.090	-1004.992	1312.597	856.362	-1079.776	1313.477	923.002	-997.224	1334.484
1322	13.21000	875.848	-1043.651	1356.468	937.817	-1072.742	1338.528	862.320	-1003.806	1313.688	860.501	-1078.420	1314.283	927.334	-995.973	1335.563
1323	13.22000	880.224	-1042.639	1357.503	942.209	-1071.553	1339.474	866.809	-1002.611	1314.578	864.952	-1077.389	1315.231	931.758	-994.758	1336.679
