NO_OF_FRAMES	1617
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-11, 15:26:18.257	1141584.09130630
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Mixed	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
866	8.65000	206.251	522.626	1206.126	146.103	567.576	1201.516	246.807	590.030	1211.350	176.502	625.333	1207.774	188.260	563.280	1243.411
867	8.66000	211.787	530.542	1205.783	151.659	575.392	1200.944	252.152	598.439	1210.754	181.749	633.493	1207.316	193.734	571.432	1242.772
868	8.67000	217.694	538.797	1204.813	157.145	583.154	1200.218	257.714	606.784	1210.099	186.855	641.407	1206.837	199.320	579.330	1242.249
869	8.68000	223.237	546.746	1204.423	162.766	591.016	1199.615	262.993	614.819	1209.709	192.248	649.444	1206.424	204.862	587.243	1241.493
870	8.69000	228.999	554.873	1203.690	168.439	598.808	1199.119	268.621	623.022	1209.213	197.339	657.273	1205.877	210.397	595.167	1240.951
871	8.70000	234.919	562.944	1203.034	174.219	606.594	1198.495	274.200	631.374	1208.890	202.875	665.302	1205.518	216.095	603.035	1240.412
872	8.71000	240.956	571.091	1202.484	179.969	614.459	1198.157	279.728	639.601	1208.290	213.450	673.695	1206.296	221.905	610.982	1239.932
873	8.72000	246.888	579.123	1201.837	185.749	622.257	1197.538	285.447	647.801	1208.013	219.011	681.641	1205.878	227.728	618.897	1239.388
874	8.73000	252.915	587.337	1201.371	191.584	630.224	1196.961	291.248	656.126	1207.684	224.987	689.587	1205.741	233.519	626.828	1239.051
875	8.74000	259.029	595.445	1200.864	197.579	638.075	1196.658	297.027	664.463	1207.418	230.369	697.744	1205.439	239.464	634.840	1238.637
876	8.75000	265.150	603.697	1200.548	203.755	645.885	1196.004	302.881	672.835	1207.269	236.077	705.908	1205.296	245.441	642.865	1238.329
